o1,o2,o3,o4,o5,o6,o7,o8,o9,o10,o11,o12,o13,o14,o15,o16,o17,o18,o19,o20,o21,o22,o23,o24,o25,o26,o27,o28,o29,o30,output
6,21,1,24,3,26,14,19,5,17,4,18,8,12,16,10,29,27,15,9,2,23,25,28,20,13,22,7,11,30,0.33999999999999997
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,24,0.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,24,20,0.52
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,24,20,30,0.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,24,20,30,11,0.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,24,20,30,11,22,0.45
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,24,20,30,11,22,4,0.34
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,24,20,30,11,22,4,5,0.51
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,24,20,30,11,22,4,5,6,0.55
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,24,20,30,11,22,4,5,6,28,0.58
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,24,20,30,11,22,4,5,6,28,27,0.5700000000000001
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,24,20,30,11,22,4,5,6,28,27,26,0.61
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,24,20,30,11,22,4,5,6,28,27,26,1,0.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,24,20,30,11,22,4,5,6,28,27,26,1,17,0.54
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,24,20,30,11,22,4,5,6,28,27,26,1,17,21,0.47
0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,24,20,30,11,22,4,5,6,28,27,26,1,17,21,7,0.45
0,0,0,0,0,0,0,0,0,0,0,0,0,15,24,20,30,11,22,4,5,6,28,27,26,1,17,21,7,16,0.42
0,0,0,0,0,0,0,0,0,0,0,0,15,24,20,30,11,22,4,5,6,28,27,26,1,17,21,7,16,25,0.5
0,0,0,0,0,0,0,0,0,0,0,15,24,20,30,11,22,4,5,6,28,27,26,1,17,21,7,16,25,8,0.48
0,0,0,0,0,0,0,0,0,0,15,24,20,30,11,22,4,5,6,28,27,26,1,17,21,7,16,25,8,14,0.55
0,0,0,0,0,0,0,0,0,15,24,20,30,11,22,4,5,6,28,27,26,1,17,21,7,16,25,8,14,29,0.59
0,0,0,0,0,0,0,0,15,24,20,30,11,22,4,5,6,28,27,26,1,17,21,7,16,25,8,14,29,2,0.33999999999999997
0,0,0,0,0,0,0,15,24,20,30,11,22,4,5,6,28,27,26,1,17,21,7,16,25,8,14,29,2,10,0.55
0,0,0,0,0,0,15,24,20,30,11,22,4,5,6,28,27,26,1,17,21,7,16,25,8,14,29,2,10,19,0.6
0,0,0,0,0,15,24,20,30,11,22,4,5,6,28,27,26,1,17,21,7,16,25,8,14,29,2,10,19,18,0.42
0,0,0,0,15,24,20,30,11,22,4,5,6,28,27,26,1,17,21,7,16,25,8,14,29,2,10,19,18,12,0.52
0,0,0,15,24,20,30,11,22,4,5,6,28,27,26,1,17,21,7,16,25,8,14,29,2,10,19,18,12,9,0.35
0,0,15,24,20,30,11,22,4,5,6,28,27,26,1,17,21,7,16,25,8,14,29,2,10,19,18,12,9,23,0.52
0,15,24,20,30,11,22,4,5,6,28,27,26,1,17,21,7,16,25,8,14,29,2,10,19,18,12,9,23,3,0.5
15,24,20,30,11,22,4,5,6,28,27,26,1,17,21,7,16,25,8,14,29,2,10,19,18,12,9,23,3,13,0.64
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,11,0.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,11,13,0.51
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,11,13,9,0.42
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,11,13,9,29,0.55
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,11,13,9,29,19,0.53
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,11,13,9,29,19,15,0.55
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,11,13,9,29,19,15,25,0.52
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,11,13,9,29,19,15,25,23,0.55
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,11,13,9,29,19,15,25,23,2,0.47
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,11,13,9,29,19,15,25,23,2,14,0.49
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,11,13,9,29,19,15,25,23,2,14,20,0.5700000000000001
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,11,13,9,29,19,15,25,23,2,14,20,27,0.51
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,11,13,9,29,19,15,25,23,2,14,20,27,26,0.58
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,11,13,9,29,19,15,25,23,2,14,20,27,26,5,0.52
0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,11,13,9,29,19,15,25,23,2,14,20,27,26,5,3,0.55
0,0,0,0,0,0,0,0,0,0,0,0,0,30,11,13,9,29,19,15,25,23,2,14,20,27,26,5,3,7,0.46
0,0,0,0,0,0,0,0,0,0,0,0,30,11,13,9,29,19,15,25,23,2,14,20,27,26,5,3,7,1,0.52
0,0,0,0,0,0,0,0,0,0,0,30,11,13,9,29,19,15,25,23,2,14,20,27,26,5,3,7,1,22,0.4
0,0,0,0,0,0,0,0,0,0,30,11,13,9,29,19,15,25,23,2,14,20,27,26,5,3,7,1,22,24,0.47
0,0,0,0,0,0,0,0,0,30,11,13,9,29,19,15,25,23,2,14,20,27,26,5,3,7,1,22,24,6,0.52
0,0,0,0,0,0,0,0,30,11,13,9,29,19,15,25,23,2,14,20,27,26,5,3,7,1,22,24,6,16,0.47000000000000003
0,0,0,0,0,0,0,30,11,13,9,29,19,15,25,23,2,14,20,27,26,5,3,7,1,22,24,6,16,4,0.17000000000000004
0,0,0,0,0,0,30,11,13,9,29,19,15,25,23,2,14,20,27,26,5,3,7,1,22,24,6,16,4,28,0.57
0,0,0,0,0,30,11,13,9,29,19,15,25,23,2,14,20,27,26,5,3,7,1,22,24,6,16,4,28,8,0.48
0,0,0,0,30,11,13,9,29,19,15,25,23,2,14,20,27,26,5,3,7,1,22,24,6,16,4,28,8,10,0.43
0,0,0,30,11,13,9,29,19,15,25,23,2,14,20,27,26,5,3,7,1,22,24,6,16,4,28,8,10,17,0.39
0,0,30,11,13,9,29,19,15,25,23,2,14,20,27,26,5,3,7,1,22,24,6,16,4,28,8,10,17,12,0.53
0,30,11,13,9,29,19,15,25,23,2,14,20,27,26,5,3,7,1,22,24,6,16,4,28,8,10,17,12,18,0.42
30,11,13,9,29,19,15,25,23,2,14,20,27,26,5,3,7,1,22,24,6,16,4,28,8,10,17,12,18,21,0.36
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,25,0.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,25,1,0.49
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,25,1,12,0.53
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,25,1,12,26,0.46
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,25,1,12,26,28,0.53
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,25,1,12,26,28,24,0.49
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,25,1,12,26,28,24,17,0.48
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,25,1,12,26,28,24,17,16,0.58
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,25,1,12,26,28,24,17,16,13,0.52
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,25,1,12,26,28,24,17,16,13,10,0.49
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,25,1,12,26,28,24,17,16,13,10,29,0.47
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,25,1,12,26,28,24,17,16,13,10,29,8,0.47
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,25,1,12,26,28,24,17,16,13,10,29,8,23,0.56
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,25,1,12,26,28,24,17,16,13,10,29,8,23,18,0.46
0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,25,1,12,26,28,24,17,16,13,10,29,8,23,18,4,0.42
0,0,0,0,0,0,0,0,0,0,0,0,0,14,25,1,12,26,28,24,17,16,13,10,29,8,23,18,4,20,0.42
0,0,0,0,0,0,0,0,0,0,0,0,14,25,1,12,26,28,24,17,16,13,10,29,8,23,18,4,20,7,0.5
0,0,0,0,0,0,0,0,0,0,0,14,25,1,12,26,28,24,17,16,13,10,29,8,23,18,4,20,7,2,0.45
0,0,0,0,0,0,0,0,0,0,14,25,1,12,26,28,24,17,16,13,10,29,8,23,18,4,20,7,2,21,0.47
0,0,0,0,0,0,0,0,0,14,25,1,12,26,28,24,17,16,13,10,29,8,23,18,4,20,7,2,21,11,0.56
0,0,0,0,0,0,0,0,14,25,1,12,26,28,24,17,16,13,10,29,8,23,18,4,20,7,2,21,11,27,0.45
0,0,0,0,0,0,0,14,25,1,12,26,28,24,17,16,13,10,29,8,23,18,4,20,7,2,21,11,27,15,0.44
0,0,0,0,0,0,14,25,1,12,26,28,24,17,16,13,10,29,8,23,18,4,20,7,2,21,11,27,15,6,0.48
0,0,0,0,0,14,25,1,12,26,28,24,17,16,13,10,29,8,23,18,4,20,7,2,21,11,27,15,6,9,0.35
0,0,0,0,14,25,1,12,26,28,24,17,16,13,10,29,8,23,18,4,20,7,2,21,11,27,15,6,9,3,0.52
0,0,0,14,25,1,12,26,28,24,17,16,13,10,29,8,23,18,4,20,7,2,21,11,27,15,6,9,3,22,0.47
0,0,14,25,1,12,26,28,24,17,16,13,10,29,8,23,18,4,20,7,2,21,11,27,15,6,9,3,22,19,0.6
0,14,25,1,12,26,28,24,17,16,13,10,29,8,23,18,4,20,7,2,21,11,27,15,6,9,3,22,19,30,0.33999999999999997
14,25,1,12,26,28,24,17,16,13,10,29,8,23,18,4,20,7,2,21,11,27,15,6,9,3,22,19,30,5,0.45
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,14,0.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,14,6,0.47
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,14,6,13,0.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,14,6,13,1,0.51
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,14,6,13,1,27,0.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,14,6,13,1,27,30,0.52
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,14,6,13,1,27,30,20,0.44
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,14,6,13,1,27,30,20,9,0.38
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,14,6,13,1,27,30,20,9,2,0.49
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,14,6,13,1,27,30,20,9,2,19,0.63
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,14,6,13,1,27,30,20,9,2,19,18,0.49
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,14,6,13,1,27,30,20,9,2,19,18,8,0.45999999999999996
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,14,6,13,1,27,30,20,9,2,19,18,8,25,0.54
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,14,6,13,1,27,30,20,9,2,19,18,8,25,11,0.5700000000000001
0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,14,6,13,1,27,30,20,9,2,19,18,8,25,11,29,0.6
0,0,0,0,0,0,0,0,0,0,0,0,0,21,14,6,13,1,27,30,20,9,2,19,18,8,25,11,29,5,0.46
0,0,0,0,0,0,0,0,0,0,0,0,21,14,6,13,1,27,30,20,9,2,19,18,8,25,11,29,5,3,0.59
0,0,0,0,0,0,0,0,0,0,0,21,14,6,13,1,27,30,20,9,2,19,18,8,25,11,29,5,3,4,0.27
0,0,0,0,0,0,0,0,0,0,21,14,6,13,1,27,30,20,9,2,19,18,8,25,11,29,5,3,4,10,0.48
0,0,0,0,0,0,0,0,0,21,14,6,13,1,27,30,20,9,2,19,18,8,25,11,29,5,3,4,10,12,0.45
0,0,0,0,0,0,0,0,21,14,6,13,1,27,30,20,9,2,19,18,8,25,11,29,5,3,4,10,12,16,0.46
0,0,0,0,0,0,0,21,14,6,13,1,27,30,20,9,2,19,18,8,25,11,29,5,3,4,10,12,16,7,0.43
0,0,0,0,0,0,21,14,6,13,1,27,30,20,9,2,19,18,8,25,11,29,5,3,4,10,12,16,7,23,0.54
0,0,0,0,0,21,14,6,13,1,27,30,20,9,2,19,18,8,25,11,29,5,3,4,10,12,16,7,23,26,0.58
0,0,0,0,21,14,6,13,1,27,30,20,9,2,19,18,8,25,11,29,5,3,4,10,12,16,7,23,26,28,0.56
0,0,0,21,14,6,13,1,27,30,20,9,2,19,18,8,25,11,29,5,3,4,10,12,16,7,23,26,28,17,0.4
0,0,21,14,6,13,1,27,30,20,9,2,19,18,8,25,11,29,5,3,4,10,12,16,7,23,26,28,17,22,0.48
0,21,14,6,13,1,27,30,20,9,2,19,18,8,25,11,29,5,3,4,10,12,16,7,23,26,28,17,22,15,0.47000000000000003
21,14,6,13,1,27,30,20,9,2,19,18,8,25,11,29,5,3,4,10,12,16,7,23,26,28,17,22,15,24,0.41000000000000003
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,23,0.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,23,6,0.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,23,6,21,0.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,23,6,21,18,0.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,23,6,21,18,15,0.47
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,23,6,21,18,15,14,0.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,23,6,21,18,15,14,9,0.47
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,23,6,21,18,15,14,9,12,0.44
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,23,6,21,18,15,14,9,12,30,0.51
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,23,6,21,18,15,14,9,12,30,28,0.56
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,23,6,21,18,15,14,9,12,30,28,26,0.51
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,23,6,21,18,15,14,9,12,30,28,26,25,0.48
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,23,6,21,18,15,14,9,12,30,28,26,25,19,0.48
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,23,6,21,18,15,14,9,12,30,28,26,25,19,27,0.49
0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,23,6,21,18,15,14,9,12,30,28,26,25,19,27,1,0.53
0,0,0,0,0,0,0,0,0,0,0,0,0,20,23,6,21,18,15,14,9,12,30,28,26,25,19,27,1,4,0.3
0,0,0,0,0,0,0,0,0,0,0,0,20,23,6,21,18,15,14,9,12,30,28,26,25,19,27,1,4,24,0.44
0,0,0,0,0,0,0,0,0,0,0,20,23,6,21,18,15,14,9,12,30,28,26,25,19,27,1,4,24,5,0.5
0,0,0,0,0,0,0,0,0,0,20,23,6,21,18,15,14,9,12,30,28,26,25,19,27,1,4,24,5,2,0.35
0,0,0,0,0,0,0,0,0,20,23,6,21,18,15,14,9,12,30,28,26,25,19,27,1,4,24,5,2,16,0.47
0,0,0,0,0,0,0,0,20,23,6,21,18,15,14,9,12,30,28,26,25,19,27,1,4,24,5,2,16,29,0.56
0,0,0,0,0,0,0,20,23,6,21,18,15,14,9,12,30,28,26,25,19,27,1,4,24,5,2,16,29,11,0.52
0,0,0,0,0,0,20,23,6,21,18,15,14,9,12,30,28,26,25,19,27,1,4,24,5,2,16,29,11,13,0.56
0,0,0,0,0,20,23,6,21,18,15,14,9,12,30,28,26,25,19,27,1,4,24,5,2,16,29,11,13,17,0.45
0,0,0,0,20,23,6,21,18,15,14,9,12,30,28,26,25,19,27,1,4,24,5,2,16,29,11,13,17,8,0.48
0,0,0,20,23,6,21,18,15,14,9,12,30,28,26,25,19,27,1,4,24,5,2,16,29,11,13,17,8,10,0.47
0,0,20,23,6,21,18,15,14,9,12,30,28,26,25,19,27,1,4,24,5,2,16,29,11,13,17,8,10,22,0.49
0,20,23,6,21,18,15,14,9,12,30,28,26,25,19,27,1,4,24,5,2,16,29,11,13,17,8,10,22,7,0.45
20,23,6,21,18,15,14,9,12,30,28,26,25,19,27,1,4,24,5,2,16,29,11,13,17,8,10,22,7,3,0.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,20,0.46
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,20,6,0.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,20,6,9,0.45
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,20,6,9,11,0.49
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,20,6,9,11,2,0.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,20,6,9,11,2,7,0.44
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,20,6,9,11,2,7,17,0.52
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,20,6,9,11,2,7,17,12,0.36
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,20,6,9,11,2,7,17,12,18,0.52
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,20,6,9,11,2,7,17,12,18,19,0.61
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,20,6,9,11,2,7,17,12,18,19,24,0.47
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,20,6,9,11,2,7,17,12,18,19,24,25,0.53
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,20,6,9,11,2,7,17,12,18,19,24,25,14,0.46
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,20,6,9,11,2,7,17,12,18,19,24,25,14,23,0.54
0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,20,6,9,11,2,7,17,12,18,19,24,25,14,23,8,0.54
0,0,0,0,0,0,0,0,0,0,0,0,0,28,20,6,9,11,2,7,17,12,18,19,24,25,14,23,8,10,0.4
0,0,0,0,0,0,0,0,0,0,0,0,28,20,6,9,11,2,7,17,12,18,19,24,25,14,23,8,10,3,0.5
0,0,0,0,0,0,0,0,0,0,0,28,20,6,9,11,2,7,17,12,18,19,24,25,14,23,8,10,3,1,0.47
0,0,0,0,0,0,0,0,0,0,28,20,6,9,11,2,7,17,12,18,19,24,25,14,23,8,10,3,1,29,0.49
0,0,0,0,0,0,0,0,0,28,20,6,9,11,2,7,17,12,18,19,24,25,14,23,8,10,3,1,29,27,0.45
0,0,0,0,0,0,0,0,28,20,6,9,11,2,7,17,12,18,19,24,25,14,23,8,10,3,1,29,27,22,0.45999999999999996
0,0,0,0,0,0,0,28,20,6,9,11,2,7,17,12,18,19,24,25,14,23,8,10,3,1,29,27,22,16,0.52
0,0,0,0,0,0,28,20,6,9,11,2,7,17,12,18,19,24,25,14,23,8,10,3,1,29,27,22,16,13,0.69
0,0,0,0,0,28,20,6,9,11,2,7,17,12,18,19,24,25,14,23,8,10,3,1,29,27,22,16,13,21,0.27999999999999997
0,0,0,0,28,20,6,9,11,2,7,17,12,18,19,24,25,14,23,8,10,3,1,29,27,22,16,13,21,30,0.33999999999999997
0,0,0,28,20,6,9,11,2,7,17,12,18,19,24,25,14,23,8,10,3,1,29,27,22,16,13,21,30,26,0.61
0,0,28,20,6,9,11,2,7,17,12,18,19,24,25,14,23,8,10,3,1,29,27,22,16,13,21,30,26,4,0.12
0,28,20,6,9,11,2,7,17,12,18,19,24,25,14,23,8,10,3,1,29,27,22,16,13,21,30,26,4,15,0.47
28,20,6,9,11,2,7,17,12,18,19,24,25,14,23,8,10,3,1,29,27,22,16,13,21,30,26,4,15,5,0.45
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,0.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,2,0.49
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,2,14,0.54
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,2,14,15,0.43
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,2,14,15,21,0.45
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,2,14,15,21,12,0.53
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,2,14,15,21,12,23,0.44
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,2,14,15,21,12,23,10,0.47
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,2,14,15,21,12,23,10,27,0.44
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,2,14,15,21,12,23,10,27,17,0.49
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,2,14,15,21,12,23,10,27,17,29,0.5700000000000001
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,2,14,15,21,12,23,10,27,17,29,4,0.33999999999999997
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,2,14,15,21,12,23,10,27,17,29,4,28,0.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,2,14,15,21,12,23,10,27,17,29,4,28,11,0.48
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,2,14,15,21,12,23,10,27,17,29,4,28,11,25,0.51
0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,2,14,15,21,12,23,10,27,17,29,4,28,11,25,16,0.45
0,0,0,0,0,0,0,0,0,0,0,0,1,22,2,14,15,21,12,23,10,27,17,29,4,28,11,25,16,7,0.45
0,0,0,0,0,0,0,0,0,0,0,1,22,2,14,15,21,12,23,10,27,17,29,4,28,11,25,16,7,8,0.4
0,0,0,0,0,0,0,0,0,0,1,22,2,14,15,21,12,23,10,27,17,29,4,28,11,25,16,7,8,6,0.52
0,0,0,0,0,0,0,0,0,1,22,2,14,15,21,12,23,10,27,17,29,4,28,11,25,16,7,8,6,30,0.33999999999999997
0,0,0,0,0,0,0,0,1,22,2,14,15,21,12,23,10,27,17,29,4,28,11,25,16,7,8,6,30,9,0.35
0,0,0,0,0,0,0,1,22,2,14,15,21,12,23,10,27,17,29,4,28,11,25,16,7,8,6,30,9,5,0.47
0,0,0,0,0,0,1,22,2,14,15,21,12,23,10,27,17,29,4,28,11,25,16,7,8,6,30,9,5,26,0.5700000000000001
0,0,0,0,0,1,22,2,14,15,21,12,23,10,27,17,29,4,28,11,25,16,7,8,6,30,9,5,26,3,0.5
0,0,0,0,1,22,2,14,15,21,12,23,10,27,17,29,4,28,11,25,16,7,8,6,30,9,5,26,3,19,0.63
0,0,0,1,22,2,14,15,21,12,23,10,27,17,29,4,28,11,25,16,7,8,6,30,9,5,26,3,19,18,0.42000000000000004
0,0,1,22,2,14,15,21,12,23,10,27,17,29,4,28,11,25,16,7,8,6,30,9,5,26,3,19,18,13,0.64
0,1,22,2,14,15,21,12,23,10,27,17,29,4,28,11,25,16,7,8,6,30,9,5,26,3,19,18,13,20,0.45
1,22,2,14,15,21,12,23,10,27,17,29,4,28,11,25,16,7,8,6,30,9,5,26,3,19,18,13,20,24,0.41
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,0.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,27,0.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,27,9,0.49
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,27,9,5,0.43
